user_id,age,gender,country,premium_user,subscription_months,monthly_subscription_fee,payment_method,daily_listening_hours,songs_played_per_day,session_duration,listening_days_per_week,skip_rate,playlist_count,liked_songs,search_frequency,shares_per_month,followed_artists,last_active_days,device_type,notifications_clicked,ads_clicked,monthly_spending,premium_renewals,lifetime_value,engagement_score,retention_score,satisfaction_score,churn
2518,42,Other,Australia,1,46,4.99,Google Pay,2.05,80,225.41,7,19.08,18,1420,88,15,169,12,Web Player,71,40,4.99,9,229.54,52.15,28.43,100.0,1
2519,54,Other,India,1,42,4.99,Credit Card,0.26,101,124.73,2,7.44,20,4965,55,7,166,17,Mobile,27,24,4.99,13,209.58,70.55,42.82,97.58,0
2520,56,Other,Germany,0,0,0.0,Free Plan,5.43,169,119.54,5,9.48,2,1861,69,1,95,15,Desktop,7,20,0.0,0,0.0,78.66,53.32,100.0,0
2521,40,Female,Australia,0,0,0.0,Free Plan,3.54,125,208.06,4,0.89,19,420,65,19,267,5,Desktop,46,17,0.0,0,0.0,62.45,54.68,100.0,0
2522,24,Female,Canada,0,0,0.0,Free Plan,2.17,103,42.99,4,45.07,1,4674,13,14,179,3,Tablet,25,46,0.0,0,0.0,77.89,59.87,88.31,0
2523,20,Female,Brazil,1,30,4.99,Credit Card,3.2,12,20.02,1,59.86,13,847,17,16,26,27,Tablet,97,26,4.99,1,149.7,48.27,0.0,86.07,0
2524,36,Female,Brazil,1,15,9.99,PayPal,5.15,11,195.44,5,47.35,9,2582,92,23,83,11,Tablet,98,48,9.99,6,149.85,85.97,55.27,100.0,0
2525,34,Male,India,1,21,4.99,Apple Pay,3.63,101,88.08,3,89.31,3,188,40,10,66,18,Web Player,84,42,4.99,13,104.79,42.98,0.0,73.5,0
2526,46,Other,India,0,0,0.0,Free Plan,6.86,16,92.44,4,73.2,27,3988,93,1,281,21,Tablet,94,15,0.0,0,0.0,100.0,46.54,97.7,1
2527,46,Male,Japan,0,0,0.0,Free Plan,1.08,6,162.61,2,1.12,6,2066,57,15,251,7,Web Player,74,49,0.0,0,0.0,47.01,36.17,100.0,0
2528,26,Female,India,0,0,0.0,Free Plan,3.88,62,239.27,1,22.79,17,779,86,13,123,15,Mobile,19,19,0.0,0,0.0,61.24,31.9,100.0,0
2529,42,Male,South Korea,1,7,14.99,Credit Card,3.95,122,118.79,6,70.9,2,3331,36,5,219,9,Web Player,65,2,14.99,0,104.93,84.76,49.99,84.3,0
2530,41,Other,Germany,1,16,9.99,Credit Card,7.33,96,70.17,2,50.33,31,4077,50,29,145,8,Tablet,60,42,9.99,23,159.84,100.0,72.9,100.0,0
2531,53,Male,France,1,23,4.99,Debit Card,3.61,152,101.76,6,30.38,4,3039,45,10,148,21,Tablet,8,1,4.99,13,114.77,75.89,35.28,100.0,1
2532,27,Other,India,0,0,0.0,Free Plan,6.14,40,239.03,2,98.91,37,2778,92,18,17,18,Tablet,22,0,0.0,0,0.0,100.0,43.33,81.25,0
2533,20,Female,Brazil,1,26,14.99,Apple Pay,7.22,48,102.57,5,64.2,32,2200,16,18,236,22,Tablet,55,43,14.99,20,389.74,100.0,47.74,100.0,0
2534,56,Female,India,1,4,14.99,Debit Card,3.52,83,208.81,3,42.61,17,4050,76,26,10,28,Tablet,6,26,14.99,4,59.96,84.7,29.92,96.29,0
2535,25,Female,Canada,1,16,4.99,PayPal,0.78,183,215.71,5,58.71,13,4331,32,22,242,17,Web Player,73,20,4.99,0,79.84,69.71,26.6,74.55,1
2536,43,Female,Canada,0,0,0.0,Free Plan,0.54,9,53.16,4,38.9,4,61,89,25,183,17,Mobile,35,23,0.0,0,0.0,17.16,0.0,83.25,0
2537,22,Female,USA,0,0,0.0,Free Plan,2.63,54,140.12,6,91.1,49,4368,52,26,249,12,Web Player,43,49,0.0,0,0.0,100.0,54.67,67.6,0
2538,43,Male,Canada,1,23,14.99,Credit Card,4.44,62,213.48,1,27.12,20,1402,24,28,178,6,Tablet,69,39,14.99,17,344.77,77.32,60.18,100.0,0
2539,21,Other,USA,1,38,9.99,Apple Pay,1.91,59,151.39,5,68.83,36,466,69,11,110,2,Web Player,37,5,9.99,16,379.62,47.26,23.61,75.14,0
2540,48,Male,Australia,0,0,0.0,Free Plan,0.68,28,108.31,7,58.81,27,4613,64,21,178,3,Mobile,56,7,0.0,0,0.0,75.33,53.19,74.0,0
2541,59,Other,Germany,0,0,0.0,Free Plan,7.73,173,12.14,1,59.53,13,2016,29,24,189,23,Web Player,62,13,0.0,0,0.0,100.0,47.64,100.0,0
2542,18,Female,USA,0,0,0.0,Free Plan,6.67,22,168.78,4,37.98,1,2259,27,23,41,2,Web Player,88,22,0.0,0,0.0,91.84,77.45,100.0,0
2543,41,Other,India,0,0,0.0,Free Plan,3.83,32,183.69,3,0.91,9,4668,56,21,0,18,Web Player,26,12,0.0,0,0.0,89.48,62.21,100.0,0
2544,42,Female,Germany,0,0,0.0,Free Plan,5.82,99,206.21,1,50.61,15,3928,39,27,286,22,Tablet,30,25,0.0,0,0.0,100.0,51.82,100.0,0
2545,32,Male,Australia,1,41,9.99,PayPal,5.36,158,10.0,4,4.09,17,2490,74,10,143,25,Tablet,88,0,9.99,12,409.59,94.15,55.42,100.0,0
2546,23,Other,Germany,1,45,14.99,UPI,4.63,164,69.42,1,24.36,9,675,85,5,147,21,Mobile,38,18,14.99,22,674.55,64.9,26.09,100.0,1
2547,28,Male,South Korea,0,0,0.0,Free Plan,4.97,127,61.01,3,40.41,42,111,22,8,201,20,Desktop,93,34,0.0,0,0.0,81.86,39.74,100.0,1
2548,36,Female,India,1,10,14.99,Apple Pay,7.58,13,157.98,5,90.71,18,4444,34,11,110,10,Tablet,44,5,14.99,12,149.9,100.0,57.79,92.55,0
2549,23,Male,Brazil,1,19,14.99,Google Pay,3.55,152,135.67,2,29.19,1,1080,21,23,35,18,Web Player,0,47,14.99,0,284.81,48.55,12.79,100.0,1
2550,22,Female,Japan,1,42,9.99,Apple Pay,0.91,118,231.14,3,37.49,25,3002,48,19,191,4,Web Player,17,24,9.99,15,419.58,61.17,43.92,85.8,0
2551,55,Male,South Korea,1,28,9.99,PayPal,7.22,37,92.77,4,42.66,42,4600,46,6,218,4,Mobile,36,0,9.99,21,279.72,100.0,81.2,100.0,0
2552,24,Male,France,1,30,4.99,PayPal,3.2,38,182.81,6,13.88,13,2710,66,18,77,7,Tablet,36,34,4.99,0,149.7,69.45,54.79,100.0,0
2553,32,Male,USA,1,43,9.99,Google Pay,4.21,109,99.39,3,89.37,1,4223,56,27,182,6,Desktop,71,8,9.99,4,429.57,93.93,58.12,76.36,0
2554,47,Other,Australia,1,42,14.99,Credit Card,5.09,158,75.42,2,16.72,14,2275,30,29,135,26,Desktop,97,32,14.99,0,629.58,87.4,43.38,100.0,0
2555,28,Other,Australia,1,44,9.99,Credit Card,7.68,43,112.28,7,24.33,37,1474,61,18,90,20,Mobile,86,37,9.99,10,439.56,100.0,62.7,100.0,0
2556,28,Other,France,1,23,9.99,UPI,4.69,123,150.79,6,71.83,11,2000,9,22,239,15,Tablet,57,14,9.99,22,229.77,84.35,40.3,87.54,0
2557,49,Other,Australia,1,30,14.99,Debit Card,2.15,132,136.14,2,54.53,20,508,39,8,227,16,Desktop,86,20,14.99,20,449.7,47.93,7.57,83.48,0
2558,34,Other,Canada,0,0,0.0,Free Plan,0.43,157,106.43,6,31.21,41,2856,44,15,95,15,Tablet,36,42,0.0,0,0.0,58.11,26.25,86.55,0
2559,43,Female,France,0,0,0.0,Free Plan,7.12,145,143.6,2,85.67,22,2809,19,21,38,24,Desktop,89,26,0.0,0,0.0,100.0,38.3,92.77,1
2560,49,Male,Canada,1,21,4.99,Credit Card,6.81,36,130.96,3,12.9,17,3960,6,23,3,12,Web Player,97,18,4.99,13,104.79,100.0,78.13,100.0,0
2561,30,Female,Brazil,1,14,4.99,UPI,3.2,82,28.97,3,52.38,37,4305,19,0,1,6,Mobile,25,1,4.99,2,69.86,93.6,68.89,89.81,0
2562,59,Male,France,1,28,14.99,PayPal,7.85,106,64.1,2,35.77,7,840,97,16,243,10,Desktop,85,2,14.99,8,419.72,100.0,74.27,100.0,0
2563,56,Other,Brazil,1,40,4.99,UPI,0.42,89,91.16,2,44.47,16,2010,0,17,163,0,Desktop,98,33,4.99,17,199.6,40.45,27.11,79.86,0
2564,20,Female,South Korea,0,0,0.0,Free Plan,1.01,124,62.54,7,23.33,33,1064,0,2,51,5,Tablet,76,42,0.0,0,0.0,39.79,25.29,93.39,0
2565,36,Other,Australia,1,14,4.99,Google Pay,4.14,177,126.99,4,95.74,31,4060,44,27,179,10,Tablet,18,0,4.99,8,69.86,100.0,56.28,72.83,0
2566,21,Male,Germany,0,0,0.0,Free Plan,1.5,145,67.57,1,37.67,46,2133,29,26,199,10,Web Player,1,19,0.0,0,0.0,69.28,42.98,88.66,0
2567,41,Male,France,1,22,4.99,Debit Card,6.23,132,213.75,2,59.15,2,99,51,18,74,23,Mobile,65,16,4.99,16,109.78,67.99,15.74,100.0,0
2568,32,Female,Brazil,0,0,0.0,Free Plan,6.15,119,209.84,6,58.41,26,993,76,14,81,10,Mobile,28,24,0.0,0,0.0,88.48,55.96,100.0,0
2569,58,Female,Japan,1,11,4.99,Google Pay,4.45,10,39.37,1,68.09,18,161,40,8,262,24,Web Player,58,37,4.99,8,54.89,68.21,11.78,88.2,0
2570,51,Female,Canada,0,0,0.0,Free Plan,2.71,170,123.06,4,26.99,4,2629,59,12,237,23,Web Player,76,41,0.0,0,0.0,67.24,24.64,100.0,1
2571,35,Other,Brazil,0,0,0.0,Free Plan,4.0,89,105.66,2,47.07,34,1725,50,22,231,17,Desktop,18,31,0.0,0,0.0,85.8,46.18,96.47,0
2572,36,Female,Germany,0,0,0.0,Free Plan,2.53,147,191.07,5,32.62,7,4082,56,8,28,6,Web Player,16,14,0.0,0,0.0,71.02,52.23,96.34,0
2573,59,Other,Australia,1,32,14.99,Debit Card,1.68,54,185.26,3,69.92,41,252,42,3,292,24,Mobile,93,0,14.99,15,479.68,54.42,0.0,73.44,1
2574,24,Other,USA,1,43,9.99,Google Pay,2.47,20,32.49,5,94.24,38,4181,78,10,150,18,Mobile,79,2,9.99,15,429.57,93.01,37.74,65.23,1
2575,59,Male,UK,1,35,9.99,Apple Pay,7.46,40,16.13,4,77.72,0,1713,42,10,176,24,Web Player,54,26,9.99,22,349.65,100.0,40.68,98.44,1
2576,38,Male,South Korea,0,0,0.0,Free Plan,7.67,182,156.37,2,64.55,30,241,31,3,60,28,Desktop,73,20,0.0,0,0.0,97.11,35.75,100.0,0
2577,44,Male,India,1,4,14.99,Google Pay,1.61,196,91.78,3,47.23,38,56,5,13,237,28,Web Player,77,19,14.99,17,59.96,47.51,0.0,84.44,0
2578,31,Other,India,0,0,0.0,Free Plan,7.09,125,166.51,5,78.48,21,1578,96,25,69,3,Tablet,3,26,0.0,0,0.0,100.0,71.96,96.21,1
2579,54,Other,Japan,1,47,9.99,Google Pay,6.35,11,59.66,4,10.69,39,1349,57,11,198,6,Web Player,78,12,9.99,17,469.53,100.0,87.79,100.0,0
2580,28,Other,India,0,0,0.0,Free Plan,2.13,53,89.29,4,67.44,13,1562,73,26,155,24,Desktop,44,32,0.0,0,0.0,51.17,0.0,76.93,1
2581,52,Other,Japan,0,0,0.0,Free Plan,4.39,9,58.67,1,39.82,48,136,73,28,142,12,Mobile,52,24,0.0,0,0.0,76.36,46.41,100.0,0
2582,44,Other,Brazil,1,33,14.99,Apple Pay,4.02,85,60.46,3,76.67,44,183,69,4,198,16,Web Player,82,47,14.99,13,494.67,73.93,26.93,81.77,0
2583,27,Other,India,1,13,4.99,Debit Card,5.31,41,170.3,4,21.45,27,832,69,10,41,0,Web Player,12,20,4.99,15,64.87,76.97,70.53,100.0,0
2584,41,Other,Canada,1,12,14.99,Debit Card,5.84,69,124.98,6,30.71,48,1157,5,27,101,24,Desktop,12,12,14.99,9,179.88,99.02,53.81,100.0,0
2585,52,Other,Brazil,1,8,9.99,PayPal,4.66,126,132.8,4,44.49,42,1058,83,18,101,12,Web Player,81,17,9.99,0,79.92,83.23,51.88,100.0,0
2586,42,Male,USA,1,8,14.99,Debit Card,7.59,16,216.57,6,81.59,20,260,69,2,9,4,Web Player,83,36,14.99,14,119.92,88.95,58.47,97.16,0
2587,41,Female,South Korea,1,7,14.99,Google Pay,5.63,134,29.99,1,17.62,9,1131,11,26,270,8,Desktop,47,6,14.99,13,104.93,85.61,68.32,100.0,0
2588,33,Other,Japan,1,12,9.99,Google Pay,6.38,198,164.68,2,47.76,32,871,69,19,130,12,Mobile,51,15,9.99,10,119.88,95.01,62.68,100.0,0
2589,25,Other,Australia,1,43,9.99,Google Pay,4.84,13,51.73,5,40.78,22,3396,18,2,109,17,Web Player,13,19,9.99,19,429.57,98.81,61.08,100.0,0
2590,33,Male,Brazil,1,1,9.99,Apple Pay,3.65,26,11.52,4,65.35,35,2627,69,13,66,2,Desktop,66,35,9.99,21,9.99,83.57,60.96,85.58,0
2591,33,Other,Australia,1,31,9.99,Apple Pay,4.89,96,184.6,7,92.6,8,4782,84,19,231,19,Mobile,57,16,9.99,9,309.69,100.0,43.72,78.15,0
2592,50,Female,France,1,25,4.99,UPI,1.92,96,111.29,2,11.58,10,329,78,17,91,29,Desktop,59,12,4.99,19,124.75,32.04,0.0,100.0,0
2593,29,Male,Germany,1,7,14.99,Google Pay,2.16,175,177.0,5,74.47,20,3475,18,0,247,3,Web Player,18,48,14.99,21,104.93,78.7,51.86,73.56,0
2594,47,Male,South Korea,1,9,4.99,UPI,4.48,27,33.69,3,33.73,10,4918,87,2,113,24,Web Player,75,22,4.99,16,44.91,100.0,53.88,100.0,0
2595,58,Male,India,0,0,0.0,Free Plan,7.89,40,206.9,2,22.36,46,531,5,8,106,28,Tablet,28,12,0.0,0,0.0,100.0,51.29,100.0,0
2596,23,Other,Japan,0,0,0.0,Free Plan,7.15,32,183.77,2,50.06,42,2526,29,21,209,28,Desktop,37,22,0.0,0,0.0,100.0,42.98,100.0,0
2597,22,Female,Australia,1,21,9.99,PayPal,1.75,126,124.63,1,69.09,15,4261,40,25,43,10,Web Player,91,15,9.99,1,209.79,69.76,34.03,74.2,0
2598,55,Female,Australia,1,13,14.99,UPI,7.21,165,124.08,2,13.28,4,1082,75,3,247,15,Tablet,99,37,14.99,15,194.87,97.27,70.79,100.0,0
2599,25,Male,South Korea,0,0,0.0,Free Plan,7.48,34,11.75,5,97.59,27,4224,39,1,60,20,Desktop,3,24,0.0,0,0.0,100.0,40.72,88.61,1
2600,53,Male,South Korea,1,15,4.99,Debit Card,4.97,80,20.33,2,23.47,1,3079,90,4,87,12,Mobile,12,22,4.99,14,74.85,85.34,60.3,100.0,0
2601,40,Female,Australia,0,0,0.0,Free Plan,0.65,133,202.03,5,67.38,28,1464,54,8,163,6,Web Player,9,15,0.0,0,0.0,43.29,14.08,69.56,1
2602,43,Female,India,1,18,4.99,Credit Card,7.75,148,29.29,3,76.45,47,200,83,17,137,23,Web Player,84,3,4.99,1,89.82,100.0,42.56,100.0,1
2603,39,Male,France,0,0,0.0,Free Plan,7.69,49,178.26,7,28.1,12,3732,99,24,96,24,Tablet,27,8,0.0,0,0.0,100.0,55.57,100.0,1
2604,57,Male,South Korea,1,27,9.99,Credit Card,2.3,96,61.22,7,45.4,16,22,69,12,143,26,Tablet,64,44,9.99,6,269.73,38.37,0.0,88.8,0
2605,57,Female,USA,0,0,0.0,Free Plan,0.52,171,15.45,7,43.88,21,1665,25,17,95,22,Mobile,17,18,0.0,0,0.0,37.1,0.0,80.66,0
2606,19,Female,USA,0,0,0.0,Free Plan,3.92,84,125.32,1,61.25,2,2172,60,27,248,9,Desktop,50,29,0.0,0,0.0,74.32,42.44,88.97,0
2607,41,Other,UK,0,0,0.0,Free Plan,6.87,130,54.99,3,71.61,19,3700,48,7,98,6,Tablet,73,26,0.0,0,0.0,100.0,69.52,98.54,1
2608,32,Female,Canada,1,29,14.99,Apple Pay,2.81,46,7.42,2,55.93,6,3106,29,11,256,28,Desktop,79,46,14.99,0,434.71,74.96,16.18,86.08,0
2609,39,Male,South Korea,1,17,4.99,Apple Pay,4.53,112,52.2,3,76.04,46,2552,97,21,105,20,Tablet,21,13,4.99,4,84.83,99.07,46.26,84.63,0
2610,34,Female,UK,1,25,9.99,PayPal,6.34,181,239.28,4,26.26,31,4439,17,14,19,25,Web Player,65,24,9.99,12,249.75,100.0,54.62,100.0,0
2611,45,Female,Canada,1,23,4.99,UPI,0.95,70,204.81,2,46.59,33,252,68,28,152,10,Mobile,62,27,4.99,20,114.77,36.12,7.14,81.45,1
2612,43,Other,South Korea,1,6,9.99,Apple Pay,0.3,18,158.53,3,90.13,32,1102,59,29,236,11,Desktop,38,6,9.99,14,59.94,41.82,0.0,56.44,1
2613,43,Other,South Korea,0,0,0.0,Free Plan,2.8,148,39.28,1,70.88,18,3939,82,21,297,12,Mobile,9,46,0.0,0,0.0,91.24,51.98,78.56,0
2614,32,Other,South Korea,1,25,9.99,Debit Card,5.65,45,23.47,6,23.33,36,4469,13,3,23,1,Tablet,64,1,9.99,12,249.75,100.0,91.5,100.0,0
2615,34,Male,USA,1,8,9.99,Google Pay,7.55,77,46.63,3,61.25,39,3110,55,20,232,21,Web Player,45,31,9.99,9,79.92,100.0,50.12,100.0,0
2616,19,Female,Germany,1,37,9.99,UPI,1.75,92,15.4,1,88.35,22,1733,26,21,82,5,Tablet,31,1,9.99,17,369.63,49.93,15.93,64.58,0
2617,40,Male,Germany,1,25,14.99,Credit Card,2.17,56,81.9,4,90.28,0,993,70,29,152,22,Desktop,60,6,14.99,21,374.75,39.23,0.0,65.71,1
2618,50,Female,Australia,1,32,9.99,Credit Card,1.36,86,90.64,3,32.22,27,3797,37,29,261,12,Tablet,97,18,9.99,16,319.68,78.12,50.45,90.69,0
2619,58,Other,France,0,0,0.0,Free Plan,3.41,6,238.44,2,37.39,9,587,38,1,120,0,Desktop,86,27,0.0,0,0.0,50.47,39.25,98.36,0
2620,57,Male,India,0,0,0.0,Free Plan,4.56,177,56.75,6,43.16,24,1348,53,5,60,8,Mobile,35,0,0.0,0,0.0,74.08,49.13,100.0,0
2621,40,Other,USA,0,0,0.0,Free Plan,2.37,193,154.64,4,26.43,6,1789,48,14,211,23,Web Player,12,27,0.0,0,0.0,55.14,12.71,98.63,1
2622,40,Other,Canada,0,0,0.0,Free Plan,1.5,55,85.43,5,50.65,31,406,53,14,217,19,Mobile,78,44,0.0,0,0.0,45.41,1.71,82.17,1
2623,32,Male,Australia,1,6,9.99,Credit Card,7.37,14,215.85,6,91.54,36,2001,3,19,233,25,Web Player,82,32,9.99,22,59.94,100.0,35.04,91.08,0
2624,35,Female,India,0,0,0.0,Free Plan,5.12,20,190.45,7,62.67,48,3232,3,0,288,9,Desktop,2,36,0.0,0,0.0,100.0,67.7,94.26,0
2625,26,Male,France,0,0,0.0,Free Plan,0.28,178,219.71,5,59.05,3,3128,43,8,106,15,Mobile,26,29,0.0,0,0.0,40.88,0.67,71.88,0
2626,29,Other,France,1,34,14.99,Google Pay,1.13,128,36.42,2,81.6,7,3221,25,12,190,13,Mobile,80,43,14.99,3,509.66,56.51,12.53,64.85,0
2627,32,Female,Australia,0,0,0.0,Free Plan,4.79,161,104.57,4,40.78,33,982,23,18,209,9,Mobile,94,24,0.0,0,0.0,84.67,58.94,100.0,0
2628,45,Male,India,0,0,0.0,Free Plan,1.12,198,10.98,3,12.97,3,4337,30,4,59,24,Web Player,18,36,0.0,0,0.0,59.02,19.13,99.11,1
2629,53,Male,USA,1,30,9.99,Credit Card,3.03,100,50.02,2,32.34,47,3484,73,19,206,7,Mobile,64,25,9.99,23,299.7,98.94,78.74,98.98,0
2630,49,Male,Germany,1,12,9.99,UPI,0.81,94,218.6,5,32.29,27,380,63,2,214,18,Desktop,3,13,9.99,5,119.88,36.1,0.0,87.91,1
2631,56,Female,Australia,1,42,9.99,Credit Card,2.34,96,27.62,3,89.73,34,390,93,23,77,15,Tablet,3,2,9.99,2,419.58,48.15,0.0,66.83,0
2632,21,Female,UK,1,11,14.99,PayPal,0.8,76,213.64,2,93.31,20,3133,75,23,13,25,Tablet,76,15,14.99,16,164.89,49.98,0.0,57.34,1
2633,30,Male,France,1,40,14.99,Credit Card,3.11,133,14.03,3,11.05,28,2204,42,18,120,27,Desktop,30,36,14.99,18,599.6,73.14,29.33,100.0,0
2634,26,Other,South Korea,1,31,9.99,PayPal,6.86,141,193.57,7,76.8,27,2221,50,14,261,5,Tablet,52,40,9.99,10,309.69,100.0,69.46,95.9,0
2635,30,Other,USA,1,24,14.99,UPI,6.64,113,77.3,4,32.27,29,2169,43,4,50,28,Tablet,32,19,14.99,11,359.76,100.0,48.32,100.0,0
2636,55,Male,Canada,1,11,9.99,UPI,3.67,118,137.42,4,8.5,38,1785,40,29,88,5,Desktop,35,3,9.99,9,109.89,77.95,67.9,100.0,0
2637,23,Other,South Korea,1,30,9.99,PayPal,1.47,34,38.84,3,28.47,20,4713,31,25,62,17,Mobile,36,43,9.99,20,299.7,74.93,40.89,93.11,0
2638,43,Male,Canada,0,0,0.0,Free Plan,2.83,79,172.96,5,20.43,23,4252,27,5,251,10,Tablet,58,19,0.0,0,0.0,94.87,73.74,100.0,0
2639,41,Other,France,1,17,4.99,Google Pay,1.7,19,191.93,2,26.72,30,4876,80,0,141,11,Tablet,34,0,4.99,23,84.83,87.81,63.29,95.14,0
2640,39,Female,Japan,1,36,9.99,Google Pay,6.96,31,14.73,3,54.97,10,3351,28,4,224,7,Tablet,67,40,9.99,2,359.64,100.0,73.01,100.0,0
2641,57,Female,UK,0,0,0.0,Free Plan,5.07,137,137.14,3,20.51,24,3892,48,24,148,18,Mobile,45,8,0.0,0,0.0,100.0,66.85,100.0,0
2642,30,Other,France,0,0,0.0,Free Plan,6.18,19,27.34,3,75.38,36,1428,1,6,183,10,Web Player,67,34,0.0,0,0.0,100.0,62.39,93.21,0
2643,43,Female,Brazil,1,37,14.99,PayPal,3.06,41,100.06,7,68.93,19,2410,51,12,214,29,Tablet,25,44,14.99,20,554.63,74.9,10.72,80.83,0
2644,46,Female,USA,1,14,14.99,Credit Card,6.2,36,146.77,1,28.54,47,4547,86,19,156,10,Mobile,2,21,14.99,19,209.86,100.0,76.44,100.0,0
2645,59,Male,Japan,1,47,4.99,Debit Card,3.47,91,69.32,5,50.42,38,4449,95,29,86,18,Mobile,82,34,4.99,11,234.53,100.0,57.87,92.14,0
2646,22,Other,Germany,1,45,14.99,Debit Card,4.55,39,170.72,4,20.39,42,283,86,21,237,16,Tablet,74,3,14.99,9,674.55,81.18,51.06,100.0,0
2647,36,Female,Brazil,1,22,9.99,UPI,0.93,23,49.77,6,75.82,24,62,69,14,268,29,Tablet,85,3,9.99,1,219.78,35.32,0.0,66.74,0
2648,47,Other,USA,0,0,0.0,Free Plan,5.34,32,171.67,3,55.07,5,901,28,22,69,21,Desktop,94,5,0.0,0,0.0,68.36,20.34,99.17,0
2649,37,Female,Australia,0,0,0.0,Free Plan,1.5,68,71.11,1,36.97,39,1282,82,15,71,29,Tablet,28,5,0.0,0,0.0,50.87,0.0,89.02,1
2650,40,Other,Canada,0,0,0.0,Free Plan,0.67,11,103.66,4,71.04,14,206,84,29,58,13,Tablet,74,19,0.0,0,0.0,18.66,0.0,67.83,1
2651,47,Other,Germany,0,0,0.0,Free Plan,5.22,12,228.64,2,24.35,43,1273,63,6,61,17,Tablet,13,17,0.0,0,0.0,89.48,56.68,100.0,0
2652,40,Female,Germany,1,31,9.99,Credit Card,0.2,166,90.23,7,50.12,2,2600,64,25,243,20,Web Player,57,34,9.99,18,309.69,41.15,0.0,75.94,0
2653,48,Female,Germany,0,0,0.0,Free Plan,3.15,43,137.28,5,99.91,40,2951,18,12,98,28,Web Player,66,24,0.0,0,0.0,85.91,13.94,65.8,1
2654,45,Male,South Korea,1,7,4.99,Google Pay,7.5,141,28.15,3,43.86,28,3766,63,4,113,15,Tablet,41,28,4.99,20,34.93,100.0,64.34,100.0,0
2655,43,Female,India,0,0,0.0,Free Plan,1.76,5,111.4,4,92.41,13,203,5,18,19,15,Mobile,15,11,0.0,0,0.0,27.08,0.0,62.59,0
2656,37,Female,USA,0,0,0.0,Free Plan,5.9,165,30.92,1,23.47,0,4205,9,18,167,1,Tablet,62,3,0.0,0,0.0,100.0,91.46,100.0,1
2657,48,Male,Brazil,0,0,0.0,Free Plan,3.93,84,136.96,4,82.38,11,4890,94,3,259,21,Tablet,33,3,0.0,0,0.0,100.0,43.79,78.46,1
2658,35,Other,France,0,0,0.0,Free Plan,4.05,125,168.68,6,65.07,4,166,14,12,71,23,Tablet,18,36,0.0,0,0.0,47.71,0.0,87.72,1
2659,38,Male,Brazil,0,0,0.0,Free Plan,6.19,117,144.61,5,28.56,2,3845,69,21,165,5,Desktop,69,28,0.0,0,0.0,100.0,83.93,100.0,0
2660,28,Female,UK,1,30,14.99,Credit Card,7.6,90,148.85,2,96.03,7,3723,42,8,30,9,Mobile,18,26,14.99,23,449.7,100.0,57.69,89.98,0
2661,21,Other,Germany,1,1,4.99,UPI,5.18,99,227.81,5,36.72,5,307,66,2,129,3,Mobile,70,34,4.99,23,4.99,63.82,48.3,100.0,0
2662,46,Male,USA,0,0,0.0,Free Plan,2.54,199,223.91,7,63.66,46,983,0,5,117,4,Tablet,66,11,0.0,0,0.0,64.08,38.98,80.87,0
2663,27,Other,Canada,1,32,14.99,Apple Pay,0.66,194,175.38,5,18.06,49,4043,99,25,131,4,Tablet,38,30,14.99,6,479.68,78.08,66.66,94.27,1
2664,46,Male,Brazil,0,0,0.0,Free Plan,3.25,183,82.76,3,17.71,35,3832,0,20,171,3,Mobile,5,13,0.0,0,0.0,96.87,87.06,100.0,0
2665,25,Other,UK,0,0,0.0,Free Plan,1.46,159,78.03,4,78.24,41,2567,45,3,252,19,Desktop,34,2,0.0,0,0.0,73.37,21.4,68.18,1
2666,46,Female,India,1,43,9.99,Google Pay,4.92,58,36.74,2,8.0,4,2348,63,10,115,11,Tablet,12,25,9.99,8,429.57,80.43,61.53,100.0,0
2667,48,Male,Brazil,0,0,0.0,Free Plan,7.19,174,105.93,7,42.06,33,3246,7,20,87,21,Web Player,12,48,0.0,0,0.0,100.0,55.88,100.0,0
2668,42,Other,Canada,1,8,14.99,UPI,0.82,171,197.3,1,91.17,34,2133,6,20,265,27,Tablet,57,42,14.99,2,119.92,59.78,0.0,58.52,1
2669,39,Male,Germany,1,30,9.99,Google Pay,2.56,172,143.36,6,78.52,10,4910,88,12,99,21,Mobile,74,4,9.99,13,299.7,84.65,29.59,73.54,1
2670,52,Female,South Korea,1,28,4.99,Credit Card,7.67,43,191.09,4,73.46,39,1081,88,12,144,24,Mobile,67,9,4.99,20,139.72,100.0,41.96,100.0,0
2671,49,Female,Canada,1,30,9.99,Apple Pay,3.24,7,215.77,2,97.33,6,3754,79,3,223,17,Tablet,42,36,9.99,20,299.7,84.09,29.39,67.53,1
2672,56,Female,Canada,1,2,14.99,UPI,2.63,145,42.63,7,12.73,13,3416,89,4,147,29,Mobile,53,11,14.99,3,29.98,74.31,26.99,100.0,1
2673,33,Male,South Korea,0,0,0.0,Free Plan,6.65,103,149.41,7,4.73,11,3965,96,24,116,1,Tablet,10,4,0.0,0,0.0,100.0,97.08,100.0,0
2674,45,Male,UK,1,13,9.99,PayPal,5.28,149,200.9,5,42.04,37,2164,18,23,146,20,Web Player,29,27,9.99,15,129.87,100.0,57.39,100.0,0
2675,55,Male,India,0,0,0.0,Free Plan,0.54,158,169.09,4,92.94,41,4337,61,2,63,15,Tablet,17,13,0.0,0,0.0,72.42,22.04,56.23,0
