user_id,age,gender,country,premium_user,subscription_months,monthly_subscription_fee,payment_method,daily_listening_hours,songs_played_per_day,session_duration,listening_days_per_week,skip_rate,playlist_count,liked_songs,search_frequency,shares_per_month,followed_artists,last_active_days,device_type,notifications_clicked,ads_clicked,monthly_spending,premium_renewals,lifetime_value,engagement_score,retention_score,satisfaction_score,churn,engagement_index,music_addiction_score,loyalty_score,user_value_score,churn_risk_score
2901,52,Male,Brazil,0,0,0.0,Free Plan,1.78,109,18.01,7,98.25,23,2111,72,13,37,23,Mobile,93,21,0.0,0,0.0,52.26,0.0,59.77,1,37.17351916376306,27.018597782283294,0.0,0.0,90.51805337519625
2902,41,Male,South Korea,0,0,0.0,Free Plan,4.58,98,149.26,5,58.99,29,4111,13,25,173,4,Desktop,73,29,0.0,0,0.0,100.0,76.3,93.41,0,48.15609756097561,54.36459663087282,23.691237657579332,0.0,26.843328100470952
2903,47,Female,Brazil,1,36,4.99,UPI,5.53,95,61.25,4,84.64,20,2455,19,16,100,4,Web Player,45,32,4.99,1,179.64,94.85,63.46,85.33,0,33.12334494773519,57.11746889940177,54.48053157796684,55.84546826001222,37.96420722135008
2904,47,Male,Japan,0,0,0.0,Free Plan,1.68,17,126.12,1,28.84,34,3857,11,22,168,15,Desktop,12,17,0.0,0,0.0,80.77,49.62,93.98,0,46.910104529616724,17.81282070536407,15.407067006147923,0.0,43.87692307692308
2905,51,Other,USA,0,0,0.0,Free Plan,2.41,10,55.61,7,27.01,21,3142,93,1,142,21,Mobile,37,7,0.0,0,0.0,73.12,33.52,98.55,1,58.510104529616726,19.078871617731725,10.407998509594487,0.0,56.96828885400313
2906,53,Male,France,1,35,4.99,Debit Card,0.46,25,40.69,7,33.87,5,1000,35,7,217,12,Mobile,3,33,4.99,4,174.65,27.95,0.0,85.36,0,39.25993031358885,4.965582838977747,37.57063901136434,55.70097841918269,63.58555729984301
2907,33,Other,South Korea,1,25,4.99,PayPal,3.67,105,150.56,7,11.57,40,4524,29,6,6,0,Tablet,46,17,4.99,14,124.75,100.0,96.53,100.0,0,35.28780487804878,48.19203524317288,70.64832639880767,54.25608001088741,3.557299843014124
2908,54,Male,Brazil,0,0,0.0,Free Plan,7.79,99,216.69,5,21.32,6,1061,39,14,76,2,Mobile,18,25,0.0,0,0.0,95.31,85.91,100.0,0,27.49547038327526,83.60191234261973,26.675153698068684,0.0,12.44144427001569
2909,32,Female,Canada,1,7,9.99,PayPal,1.47,189,114.51,3,97.82,39,2487,9,23,224,19,Desktop,63,38,9.99,21,69.93,70.27,12.42,58.44,1,54.85993031358885,41.381191960151185,36.459044898466125,67.14665863623597,79.22511773940344
2910,45,Female,South Korea,1,1,9.99,PayPal,3.95,143,10.33,5,71.17,28,337,8,13,203,8,Mobile,70,38,9.99,9,9.99,67.02,33.67,84.16,0,44.599303135888505,49.121674050712116,22.564118487238403,65.41104319348608,52.452747252747244
2911,45,Female,Germany,1,14,4.99,Debit Card,4.81,170,130.12,4,54.85,8,1429,37,8,249,24,Tablet,98,29,4.99,7,69.86,78.84,26.39,96.62,0,50.18536585365854,66.06192585917748,29.92920573806123,52.66669176176261,69.24897959183673
2912,39,Male,India,1,13,14.99,PayPal,6.77,28,101.9,4,87.3,37,421,33,1,18,2,Web Player,35,3,14.99,10,194.87,91.31,62.12,90.2,0,33.276655052264815,59.02230232034241,43.81792212631187,85.24234623703862,36.98587127158555
2913,26,Female,India,0,0,0.0,Free Plan,2.41,165,230.47,7,60.04,37,2196,94,2,82,21,Web Player,99,18,0.0,0,0.0,68.66,19.15,82.03,1,58.027874564459935,51.11111111111111,5.946097000558901,0.0,70.33657770800627
2914,49,Other,South Korea,0,0,0.0,Free Plan,3.17,51,55.65,3,64.0,18,4943,27,2,145,12,Tablet,39,38,0.0,0,0.0,97.38,60.18,83.85,0,42.00418118466899,31.325874195889963,18.685959138048812,0.0,43.539089481946625
2915,41,Male,Brazil,0,0,0.0,Free Plan,2.83,80,233.88,4,56.46,48,1302,3,11,208,20,Mobile,92,5,0.0,0,0.0,75.72,28.78,85.92,1,55.46062717770035,41.88030337163025,8.936223064025336,0.0,64.2712715855573
2916,25,Other,Germany,1,15,9.99,Apple Pay,7.82,124,181.74,4,7.74,17,1064,38,8,30,9,Mobile,68,39,9.99,9,149.85,98.84,83.02,100.0,0,26.967247386759585,85.84716277439864,50.92839843507421,69.46081255990248,18.28571428571428
2917,53,Female,Australia,1,44,9.99,Google Pay,2.77,103,134.08,7,4.81,17,710,97,3,54,8,Web Player,73,39,9.99,15,439.56,46.0,32.56,100.0,0,42.04181184668989,39.857825836649894,69.72613798671054,77.84962053319357,38.77299843014128
2918,25,Other,Brazil,0,0,0.0,Free Plan,4.29,158,148.95,1,16.75,25,3019,89,14,29,13,Desktop,22,1,0.0,0,0.0,87.04,62.52,100.0,0,45.276655052264815,61.03727065655428,19.412531826367758,0.0,33.49073783359497
2919,36,Male,Germany,1,4,4.99,UPI,4.07,37,188.19,1,47.74,14,1811,18,6,55,12,Mobile,38,36,4.99,17,19.96,68.56,36.24,96.48,0,21.10940766550523,43.06725739030312,36.09265354281811,51.22179335346731,50.590894819466236
2920,23,Male,Australia,0,0,0.0,Free Plan,3.32,145,229.76,7,65.06,45,3641,27,20,286,19,Tablet,8,26,0.0,0,0.0,100.0,51.98,84.07,0,75.01881533101046,55.36081700082601,16.139849717443955,0.0,54.84207221350078
2921,58,Female,India,0,0,0.0,Free Plan,3.33,121,154.5,7,78.18,13,3589,99,11,249,1,Mobile,69,36,0.0,0,0.0,88.14,63.19,77.56,1,72.02787456445994,48.06888438336963,19.620567596100106,0.0,33.50141287284145
2922,25,Male,France,0,0,0.0,Free Plan,2.8,178,22.64,3,94.19,16,2041,15,29,38,11,Mobile,68,39,0.0,0,0.0,58.31,13.55,66.91,0,18.277351916376304,45.783084278240835,4.2072905669750975,0.0,69.41350078492935
2923,43,Other,Canada,0,0,0.0,Free Plan,3.68,151,156.59,1,38.5,29,4436,83,17,110,15,Web Player,75,39,0.0,0,0.0,100.0,65.95,99.15,0,58.58815331010453,55.48246602087558,20.47755076693784,0.0,38.76106750392464
2924,41,Female,Australia,0,0,0.0,Free Plan,3.54,59,98.62,5,27.52,6,3834,7,7,298,1,Desktop,84,3,0.0,0,0.0,91.64,81.88,100.0,0,49.82717770034843,37.6421115866937,25.423834068186054,0.0,14.469073783359498
2925,22,Male,Brazil,1,46,14.99,Debit Card,4.16,76,149.07,3,51.86,17,4662,31,11,163,12,Mobile,90,47,14.99,9,689.54,100.0,66.44,94.87,0,45.50662020905924,47.68691647267903,74.65689623051605,99.56595135991292,38.19529042386185
2926,51,Other,Canada,1,10,9.99,PayPal,5.57,69,69.19,1,43.63,37,2766,70,29,215,7,Tablet,78,35,9.99,8,99.9,100.0,76.41,100.0,0,73.31149825783973,53.93056494205402,42.97646401291685,68.01446635761091,26.71836734693877
2927,31,Other,Japan,0,0,0.0,Free Plan,4.18,138,106.16,5,42.11,9,749,25,26,214,16,Web Player,93,26,0.0,0,0.0,64.49,27.86,99.84,0,41.04529616724739,55.01038772496308,8.650562007079426,0.0,57.3425431711146
2928,35,Other,Germany,1,26,4.99,UPI,6.13,66,183.7,1,27.02,18,2301,66,25,39,14,Web Player,42,7,4.99,6,129.74,95.26,66.15,100.0,0,36.89477351916376,63.69803008685639,52.21076817984227,54.40056985171693,35.15416012558869
2929,51,Male,South Korea,0,0,0.0,Free Plan,2.29,173,35.1,7,33.62,10,4705,84,4,272,20,Desktop,70,10,0.0,0,0.0,88.55,48.46,94.64,0,70.06550522648084,41.570924382368396,15.046885673476993,0.0,50.74411302982731
2930,29,Female,UK,0,0,0.0,Free Plan,6.38,199,46.76,1,28.76,33,2436,92,12,181,23,Tablet,20,31,0.0,0,0.0,100.0,56.87,100.0,1,72.69268292682929,78.81955395359316,17.65820033534124,0.0,49.21255886970172
2931,35,Female,UK,1,35,9.99,PayPal,3.73,136,44.52,3,99.78,10,4676,9,2,250,26,Desktop,36,39,9.99,16,349.65,100.0,31.07,68.76,0,47.25714285714285,48.01982428474881,62.12196485126995,75.24619736906874,78.91930926216641
2932,21,Female,India,0,0,0.0,Free Plan,6.95,109,169.34,5,29.21,34,4776,58,9,144,29,Desktop,51,7,0.0,0,0.0,100.0,47.74,100.0,0,62.354006968641116,76.00510625516257,14.823324846301933,0.0,59.727472527472514
2933,54,Other,Germany,1,47,4.99,UPI,2.93,194,226.61,2,84.99,25,574,71,15,289,14,Tablet,35,3,4.99,9,234.53,61.99,15.49,72.16,0,71.95121951219512,59.43831193211684,59.76836614295473,57.434856509137035,69.79905808477237
2934,24,Male,Germany,0,0,0.0,Free Plan,0.97,74,22.21,7,41.71,2,2725,93,26,12,22,Tablet,86,34,0.0,0,0.0,38.55,0.0,83.99,0,28.013937282229968,15.484468473880506,0.0,0.0,76.78241758241757
2935,54,Female,Germany,0,0,0.0,Free Plan,5.74,94,205.37,6,65.72,7,4265,93,20,108,9,Mobile,91,12,0.0,0,0.0,100.0,66.78,95.84,1,50.316376306620214,65.86418362494055,20.735266720486866,0.0,37.802197802197796
2936,22,Female,Germany,1,34,4.99,Apple Pay,4.7,90,46.37,2,19.39,0,2207,50,21,279,11,Mobile,75,19,4.99,4,169.66,83.02,60.7,100.0,0,54.52264808362369,48.97349252834722,55.4865553002546,55.55648857835316,32.71836734693877
2937,31,Male,France,1,34,4.99,Debit Card,2.2,79,40.22,7,79.06,10,793,6,27,38,3,Desktop,37,13,4.99,3,169.66,36.83,8.61,71.47,0,10.182578397212543,26.989061600460566,38.07054586101968,55.55648857835316,59.81475667189953
2938,36,Male,Canada,1,12,4.99,Credit Card,0.71,88,197.21,2,49.18,3,3930,64,4,237,9,Desktop,84,9,4.99,15,59.88,59.75,31.5,78.96,1,53.30871080139373,24.265224900503117,39.58889647891697,52.37771208010354,49.77959183673469
2939,37,Other,Canada,0,0,0.0,Free Plan,4.03,16,16.88,2,61.5,4,590,3,18,199,4,Web Player,67,23,0.0,0,0.0,58.15,33.7,89.4,1,29.687804878048784,31.016995819879355,10.463888716388253,0.0,46.10486656200942
2940,58,Male,Canada,0,0,0.0,Free Plan,6.14,23,172.36,6,26.57,36,2251,79,15,148,20,Mobile,34,45,0.0,0,0.0,100.0,62.03,100.0,0,65.68362369337979,56.75252183925309,19.260386263429176,0.0,43.27472527472527
2941,31,Female,UK,0,0,0.0,Free Plan,2.8,153,226.55,4,71.0,34,4093,52,20,79,23,Desktop,72,22,0.0,0,0.0,89.88,34.08,78.5,1,47.199999999999996,52.23648969988235,10.581879152952865,0.0,68.2486656200942
2942,50,Other,Australia,0,0,0.0,Free Plan,5.97,9,66.61,7,31.15,8,2492,94,25,191,13,Web Player,38,12,0.0,0,0.0,98.17,69.33,100.0,0,60.441811846689895,47.99429300893595,21.527044650065204,0.0,33.57174254317111
2943,58,Other,USA,1,35,14.99,PayPal,1.74,100,191.33,4,22.02,38,682,57,29,136,21,Web Player,35,32,14.99,5,524.65,50.02,11.91,97.69,1,53.12752613240418,34.023178393532085,42.51071228963547,94.79141631895482,65.40094191522763
2944,50,Other,Japan,1,47,9.99,UPI,6.4,175,238.49,3,95.71,38,3016,80,27,104,9,Mobile,4,45,9.99,3,469.53,100.0,57.79,84.15,0,62.22857142857142,84.97359265099749,65.45053716698752,78.71742825456852,48.157613814756665
2945,28,Female,South Korea,1,12,4.99,Apple Pay,0.55,44,195.61,5,12.98,46,4517,17,8,213,23,Web Player,37,20,4.99,6,59.88,84.32,45.93,96.26,0,61.519163763066196,16.29546194087758,32.89138669813079,52.37771208010354,50.65306122448979
2946,28,Other,Brazil,1,3,4.99,UPI,4.85,166,137.16,1,78.73,16,3832,55,24,107,29,Web Player,99,10,4.99,20,14.97,100.0,32.88,84.88,0,43.25435540069686,66.134014167355,37.84388002235608,51.0773035126378,76.8313971742543
2947,21,Female,South Korea,0,0,0.0,Free Plan,6.73,149,80.85,1,70.55,33,2769,76,9,264,10,Web Player,0,43,0.0,0,0.0,100.0,63.84,98.38,0,80.5574912891986,75.82037996545769,19.822393342855367,0.0,41.194348508634214
2948,25,Male,Canada,1,25,4.99,Apple Pay,7.37,179,163.56,5,39.04,41,1355,1,26,269,9,Mobile,76,0,4.99,22,124.75,100.0,74.79,100.0,0,63.372822299651574,89.59275112012216,73.83406818605229,54.25608001088741,28.58587127158555
2949,18,Other,South Korea,1,46,4.99,Debit Card,3.92,77,161.72,7,65.24,27,4189,60,6,205,1,Web Player,1,27,4.99,21,229.54,100.0,78.93,86.98,0,64.1588850174216,46.54802132612449,93.43911072470968,57.2903666683075,23.819780219780213
2950,47,Female,France,1,18,9.99,Credit Card,7.96,52,132.35,5,68.49,10,3130,57,12,56,2,Desktop,23,19,9.99,16,179.82,100.0,76.45,100.0,0,34.98118466898954,73.68276138269381,60.37694839470905,70.32862028127742,26.670643642072207
2951,23,Female,India,0,0,0.0,Free Plan,3.07,186,87.43,7,84.39,30,3485,27,19,96,8,Mobile,20,45,0.0,0,0.0,85.35,48.03,73.16,0,39.74912891986063,52.39067858126204,14.913370179469664,0.0,48.96263736263735
2952,30,Male,South Korea,1,27,14.99,Credit Card,1.11,168,164.87,4,30.02,27,4976,68,19,163,18,Mobile,52,23,14.99,9,404.73,82.51,46.5,90.54,0,59.282229965156795,37.864884483492276,50.76693783767,91.31902719825801,48.70204081632652
2953,22,Female,Japan,1,5,14.99,Google Pay,7.38,32,170.9,4,100.0,16,775,97,22,17,18,Mobile,9,38,14.99,8,74.95,90.4,33.4,86.9,0,40.27317073170732,67.9632549873595,24.964292367881765,81.76995711634183,69.4015698587127
2954,22,Other,USA,1,47,14.99,Apple Pay,5.99,108,194.19,3,1.62,35,4602,5,9,19,27,Mobile,37,34,14.99,1,704.53,100.0,59.01,100.0,0,29.671080139372823,69.40952667017098,63.34533937775569,100.0,46.747252747252745
2955,53,Other,USA,1,9,9.99,PayPal,3.46,199,78.23,5,62.05,37,4748,56,18,223,14,Tablet,12,33,9.99,18,89.91,100.0,60.39,86.27,0,71.5219512195122,57.0063327576281,49.490778115879024,67.72519711715259,45.16609105180534
2956,20,Female,Australia,1,38,14.99,Credit Card,4.02,20,109.15,4,21.12,17,3641,1,13,86,22,Mobile,53,42,14.99,13,569.62,89.41,50.07,100.0,0,24.872473867595815,36.156792070286095,67.08998323293795,96.0935622392161,49.50266875981161
2957,31,Male,Australia,1,44,4.99,Debit Card,2.38,78,35.55,4,78.36,36,3574,54,6,176,0,Tablet,98,47,4.99,21,219.56,86.34,62.83,72.72,0,61.31707317073172,28.046857400315382,86.57703533503074,57.00138698664845,32.6298273155416
2958,50,Female,Canada,0,0,0.0,Free Plan,1.09,33,112.9,4,29.77,0,567,82,4,185,26,Mobile,53,6,0.0,0,0.0,25.82,0.0,90.56,0,45.036933797909406,14.828164501514356,0.0,0.0,80.40565149136577
2959,19,Female,South Korea,0,0,0.0,Free Plan,1.93,171,82.94,3,85.06,47,2234,77,16,270,13,Tablet,41,6,0.0,0,0.0,78.64,33.62,67.12,1,84.7177700348432,40.78195789842557,10.439048624479911,0.0,60.77739403453688
2960,41,Female,UK,1,16,9.99,Google Pay,1.77,116,129.55,3,2.31,48,1152,56,26,136,3,Web Player,14,9,9.99,4,159.84,60.02,54.83,100.0,0,59.10383275261325,33.573627693925054,36.896851518350616,69.7500818003608,23.11271585557299
2961,53,Female,Canada,1,19,4.99,Apple Pay,1.7,199,216.72,6,32.13,34,911,70,8,7,27,Web Player,48,45,4.99,15,94.81,43.46,0.0,92.44,1,36.827874564459925,49.84205651923605,36.328634415947334,53.389140965910244,80.03893249607535
2962,21,Other,Japan,0,0,0.0,Free Plan,6.72,147,53.17,3,64.64,5,3256,15,22,40,29,Tablet,54,15,0.0,0,0.0,100.0,37.11,100.0,1,17.39512195121951,74.05421641510853,11.522697633981245,0.0,71.96420722135007
2963,53,Female,India,1,3,9.99,Apple Pay,2.76,17,17.83,4,42.12,27,3118,76,9,201,4,Web Player,18,29,9.99,14,29.97,82.33,63.69,92.74,0,65.59860627177702,21.04227678906661,39.95839284605353,65.98958167440271,28.784301412872836
2964,45,Other,Germany,0,0,0.0,Free Plan,4.02,197,205.63,7,62.2,8,1460,89,29,184,19,Web Player,76,34,0.0,0,0.0,68.0,20.84,89.0,0,55.0034843205575,67.56927235863934,6.470843942122586,0.0,67.91962323390894
2965,42,Male,France,0,0,0.0,Free Plan,2.62,26,188.83,5,27.06,43,591,23,13,272,4,Desktop,58,41,0.0,0,0.0,67.21,53.09,99.57,0,66.00139372822301,29.83304548071388,16.484505992672176,0.0,30.22857142857142
2966,58,Female,Brazil,0,0,0.0,Free Plan,1.66,95,161.07,5,64.95,43,1023,53,26,33,20,Mobile,0,9,0.0,0,0.0,49.98,0.49,75.83,1,40.85296167247387,31.116617856874672,0.15214556293858286,0.0,78.51868131868132
2967,45,Male,South Korea,1,29,14.99,UPI,7.86,87,189.55,7,6.93,38,4985,41,11,138,3,Web Player,31,22,14.99,7,434.71,100.0,93.42,100.0,0,60.06132404181185,81.00172711571678,64.71464944420295,92.18712447843221,7.135949764521186
2968,56,Other,Japan,1,46,14.99,Debit Card,1.18,182,115.92,2,73.23,23,4453,79,17,251,8,Desktop,12,3,14.99,12,689.54,80.38,46.41,69.28,0,71.71289198606271,38.0776451152662,72.16357200521641,99.56595135991292,47.29230769230768
2969,36,Male,USA,1,3,14.99,Google Pay,3.84,175,193.53,4,80.64,40,621,18,15,281,13,Tablet,17,27,14.99,14,44.97,78.66,34.97,78.88,1,65.25156794425087,62.217716702961134,31.04079985095945,80.90185983616763,59.24081632653061
2970,58,Male,Canada,1,30,4.99,Debit Card,2.86,178,207.46,6,4.75,9,1495,0,23,53,19,Tablet,15,4,4.99,12,149.7,50.7,20.78,100.0,1,11.573519163763066,55.516007108708166,49.301372415077935,54.97852921503505,55.68100470957613
2971,42,Other,USA,1,3,9.99,Google Pay,0.77,196,73.84,5,16.63,19,2389,10,22,290,11,Tablet,44,20,9.99,19,29.97,55.59,34.1,95.53,0,52.465505226480836,34.789617281169434,36.980686828541266,65.98958167440271,43.82166405023547
2972,48,Male,South Korea,1,1,14.99,UPI,7.18,98,32.54,2,69.45,26,28,77,4,106,19,Desktop,5,23,14.99,7,14.99,90.38,41.04,100.0,1,51.46898954703833,69.34695001376686,22.36850276346022,80.03376255599343,60.58775510204081
2973,59,Male,UK,0,0,0.0,Free Plan,1.75,76,14.72,6,13.31,18,4460,37,3,133,19,Desktop,73,30,0.0,0,0.0,77.75,45.26,100.0,0,41.25853658536586,21.657530474831667,14.053281997143388,0.0,46.74788069073783
2974,52,Other,France,1,26,9.99,Credit Card,6.14,184,235.8,6,27.43,39,3940,31,26,93,27,Tablet,81,43,9.99,15,259.74,100.0,51.27,100.0,1,48.664808362369335,84.10803233961605,58.76855244364404,72.64277420494393,55.660282574568285
2975,37,Female,France,1,13,9.99,Google Pay,7.31,83,63.02,6,20.58,32,4489,82,10,122,22,Desktop,69,40,9.99,8,129.87,100.0,60.83,100.0,0,64.7637630662021,69.66133513554104,40.933366453455875,68.88227407898584,44.65871271585557
2976,20,Other,Germany,0,0,0.0,Free Plan,6.92,195,72.39,6,58.49,7,3298,18,15,182,2,Mobile,71,7,0.0,0,0.0,100.0,79.45,100.0,0,39.363066202090586,83.82718830567445,24.669316276470223,0.0,23.216954474097324
2977,37,Other,Australia,0,0,0.0,Free Plan,0.22,157,87.33,7,77.6,44,3038,46,11,63,22,Desktop,86,35,0.0,0,0.0,57.73,1.45,62.3,1,45.24459930313589,25.20237290681085,0.45022666583866355,0.0,82.9331240188383
2978,47,Male,Canada,1,10,9.99,Debit Card,7.92,26,102.48,7,9.37,6,3441,35,13,81,19,Desktop,62,1,9.99,6,99.9,100.0,68.69,100.0,0,30.50313588850174,67.96225376085707,38.09538595292803,68.01446635761091,35.60753532182103
2979,35,Other,Australia,0,0,0.0,Free Plan,5.64,50,9.51,4,29.74,39,2637,31,5,166,25,Desktop,40,38,0.0,0,0.0,100.0,53.58,100.0,0,56.60487804878049,48.65009636805085,16.636651555610754,0.0,53.00345368916797
2980,24,Other,USA,0,0,0.0,Free Plan,2.36,155,95.44,5,30.3,2,512,59,5,30,7,Desktop,14,6,0.0,0,0.0,31.22,11.63,96.65,0,19.123344947735188,42.44900002503066,3.611128361174937,0.0,52.347252747252746
2981,58,Male,Brazil,1,20,14.99,Debit Card,6.58,147,220.4,3,92.92,42,3392,54,27,2,27,Mobile,2,10,14.99,3,299.8,100.0,31.62,86.44,0,43.66968641114982,81.30459813271257,32.174129044277464,88.28068671764832,78.27943485086341
2982,49,Male,Germany,1,35,9.99,UPI,3.42,9,162.88,2,95.73,1,801,85,21,285,1,Web Player,64,28,9.99,18,349.65,56.96,26.74,69.23,1,62.642508710801394,32.38867612825711,63.261504067565056,75.24619736906874,53.26970172684457
2983,58,Male,USA,1,38,4.99,Debit Card,7.56,37,58.7,6,41.05,31,3667,54,22,173,25,Tablet,70,40,4.99,19,189.62,100.0,50.19,100.0,0,62.57282229965156,64.53906034892745,74.57927094330249,56.13444794167128,56.90863422291993
2984,28,Other,Australia,0,0,0.0,Free Plan,5.55,170,210.46,2,91.76,36,689,91,7,169,10,Desktop,34,30,0.0,0,0.0,88.84,46.31,81.87,0,69.28501742160279,76.01111361417738,14.379308203440353,0.0,53.42731554160125
2985,53,Male,USA,1,41,4.99,Google Pay,1.21,7,154.1,4,0.13,19,4583,99,7,38,24,Tablet,93,46,4.99,1,204.59,69.33,33.29,100.0,0,45.57770034843205,13.9470851793447,49.77022914984785,56.567917464159855,54.53249607535321
2986,39,Male,Japan,1,39,9.99,Debit Card,0.98,139,122.32,7,76.0,18,786,46,18,235,1,Tablet,12,35,9.99,0,389.61,38.41,14.11,66.9,1,52.21881533101045,30.33816425120773,40.70980562628082,76.40327433090201,54.60910518053376
2987,51,Female,Japan,1,11,14.99,Credit Card,7.3,134,15.51,6,93.13,23,4227,82,28,269,17,Mobile,7,12,14.99,22,164.89,100.0,46.56,89.94,1,79.86062717770037,74.86220620259817,52.02757250201826,84.37424895686443,61.08257456828885
2988,28,Female,Brazil,1,24,14.99,Google Pay,7.49,194,15.81,2,51.66,16,740,26,24,221,8,Mobile,95,11,14.99,16,359.76,100.0,72.5,100.0,0,48.95749128919861,85.41012740607243,64.73948953611128,90.01688127799672,31.218838304552587
2989,59,Female,USA,1,21,4.99,Apple Pay,4.38,7,180.59,6,51.81,24,4113,64,27,259,22,Web Player,20,5,4.99,20,104.79,100.0,51.46,96.0,1,71.40627177700347,40.66431378438586,60.38005340619761,53.67812064756931,55.44489795918367
2990,37,Female,Japan,0,0,0.0,Free Plan,2.28,194,230.26,1,97.23,16,4243,44,14,220,3,Desktop,50,27,0.0,0,0.0,84.23,50.56,62.78,1,54.3609756097561,54.41465795599609,15.698938086070918,0.0,45.25463108320251
2991,50,Female,Germany,0,0,0.0,Free Plan,5.39,7,21.51,7,89.57,4,2819,62,23,260,28,Tablet,56,34,0.0,0,0.0,97.09,28.22,82.17,0,58.8794425087108,40.79046832369652,8.762342420666956,0.0,80.12684458398743
2992,25,Other,Australia,1,38,4.99,Apple Pay,4.36,41,16.97,3,60.19,25,4713,56,27,271,17,Tablet,27,2,4.99,0,189.62,100.0,56.44,91.7,0,72.22578397212544,37.41933868989512,52.9218158107185,56.13444794167128,49.70675039246467
2993,47,Other,USA,0,0,0.0,Free Plan,1.99,116,124.88,4,53.29,37,4861,26,6,238,9,Desktop,87,47,0.0,0,0.0,98.91,69.42,83.31,0,64.17839721254356,35.10199994993867,21.55498975346209,0.0,33.98806907378336
2994,40,Male,France,0,0,0.0,Free Plan,6.49,32,208.54,2,4.28,14,3774,21,16,17,20,Tablet,1,29,0.0,0,0.0,100.0,68.72,100.0,0,21.409059233449476,62.7188305674451,21.33763894926411,0.0,35.57551020408163
2995,56,Male,USA,1,38,4.99,Debit Card,7.11,18,66.81,4,56.74,24,3428,5,12,285,1,Tablet,57,27,4.99,7,189.62,100.0,81.48,100.0,0,59.912195121951214,58.4871467547746,69.39079674594797,56.13444794167128,20.884144427001566
2996,33,Female,USA,1,27,4.99,Credit Card,1.08,139,107.93,2,65.31,48,1502,17,10,265,27,Mobile,52,24,4.99,5,134.73,63.07,2.98,72.75,0,66.12264808362369,30.418762984656205,32.285909457864996,54.54505969254646,84.974568288854
2997,50,Male,India,1,46,4.99,UPI,5.61,55,65.09,7,90.33,12,4315,43,12,144,8,Desktop,29,40,4.99,5,229.54,100.0,60.9,82.89,0,44.144947735191636,51.94313033465996,67.96870148419549,57.2903666683075,44.57394034536891
2998,50,Female,Japan,1,23,14.99,Credit Card,2.77,179,155.52,4,19.03,34,1654,94,11,270,17,Mobile,94,4,14.99,21,344.77,74.74,43.53,100.0,0,82.10313588850173,52.345122775399865,61.0227907843259,89.58283263790962,46.59403453689168
2999,20,Other,Australia,1,32,4.99,Apple Pay,0.57,58,176.95,6,67.72,48,426,35,25,233,23,Tablet,25,42,4.99,17,159.68,45.61,0.0,68.99,0,64.75400696864111,17.62408950964932,50.92218841209713,55.2675088966941,83.68477237048664
3000,54,Female,South Korea,1,12,14.99,PayPal,1.37,168,58.36,5,93.99,12,4429,94,7,0,7,Tablet,80,40,14.99,12,179.88,63.99,25.29,59.86,0,34.904529616724744,34.615403869740426,33.93467055828106,84.80829759695153,59.940345368916795
3001,44,Male,France,0,0,0.0,Free Plan,2.53,80,200.7,5,53.83,5,1702,77,6,261,11,Desktop,52,0,0.0,0,0.0,57.87,25.22,85.74,1,59.80905923344947,37.81632499812269,7.8308389741042035,0.0,55.66718995290423
3002,45,Male,Canada,0,0,0.0,Free Plan,4.56,127,90.5,5,3.61,12,2604,45,25,278,7,Tablet,74,12,0.0,0,0.0,91.54,79.96,100.0,0,60.11567944250871,55.61813221195965,24.827671862385888,0.0,16.61412872841444
3003,18,Male,India,0,0,0.0,Free Plan,6.07,11,151.66,6,81.88,14,1481,0,6,43,28,Desktop,29,0,0.0,0,0.0,84.66,18.1,89.41,0,15.63205574912892,53.35335786338264,5.62007079426194,0.0,82.93375196232338
3004,37,Female,Japan,0,0,0.0,Free Plan,7.01,169,75.64,5,48.17,18,1807,53,20,224,9,Tablet,33,14,0.0,0,0.0,100.0,72.05,100.0,0,59.10243902439024,80.80598733448474,22.371607774948764,0.0,31.739403453689164
3005,43,Female,Japan,1,19,14.99,Credit Card,1.71,116,173.06,3,60.01,6,3503,54,10,162,13,Desktop,62,48,14.99,18,284.81,63.23,25.73,78.55,0,41.981881533101046,35.271207228855346,48.04384276221821,87.84663807756122,58.897959183673464
3006,33,Other,Australia,1,17,4.99,Apple Pay,5.65,163,214.5,5,84.62,36,2984,52,9,287,24,Mobile,63,32,4.99,6,84.83,100.0,38.61,85.94,1,78.14216027874565,75.96305474205903,35.27603552133143,53.10016128425119,70.23233908948194
3007,55,Female,Brazil,1,8,4.99,Debit Card,4.22,20,165.09,5,93.9,10,497,70,24,176,11,Desktop,32,23,4.99,6,39.92,60.97,16.3,74.15,0,48.532404181184674,40.55918500162699,19.965223871328323,51.79975271678544,68.14317111459968
3008,42,Male,USA,0,0,0.0,Free Plan,5.87,146,222.9,6,8.43,43,4582,39,28,108,27,Desktop,30,36,0.0,0,0.0,100.0,56.97,100.0,0,55.884320557491286,75.59260093614678,17.689250450226666,0.0,49.098273155416
3009,50,Other,Australia,1,17,4.99,Google Pay,7.05,147,150.95,1,12.84,24,77,26,14,98,27,Desktop,40,30,4.99,13,84.83,88.17,43.82,100.0,0,34.98257839721254,81.59245075217142,45.58777867478109,53.10016128425119,55.8204081632653
